"address","storey_range","LATITUDE","LONGITUDE","resale_price","floor_area_sqm","remaining_lease_year","PROX_CBD","PROX_ELDERLYCARE","PROX_HAWKER","PROX_MRTLRT","PROX_PARKS","PROX_SUPERMARKETS","PROX_CLINICS","NUM_KINDERGARDEN_350M","NUM_CHILDCARE_350M","NUM_BUSSTOP_350M","NUM_PRISCH_1KM","storey_01TO03","storey_04TO06","storey_07TO09","storey_10TO12","storey_13TO15","storey_16TO18","storey_19TO21","storey_22TO24","storey_25TO27","storey_28TO30","storey_31TO33","storey_34TO36","storey_37TO39","storey_40TO42","storey_43TO45","storey_46TO48","storey_49TO51"
"519A TAMPINES CTRL 8","13 TO 15",1.357276,103.9404,658888,83,92,19.151,0.7070318,0.3844672,0.384682,0.5065175,0.4251075,3.009747e-08,2,2,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"519A TAMPINES CTRL 8","13 TO 15",1.357276,103.9404,630000,84,92,19.151,0.7070318,0.3844672,0.384682,0.5065175,0.4251075,3.009747e-08,2,2,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"519A TAMPINES CTRL 8","13 TO 15",1.357276,103.9404,673000,83,92,19.151,0.7070318,0.3844672,0.384682,0.5065175,0.4251075,3.009747e-08,2,2,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"520A TAMPINES CTRL 8","10 TO 12",1.35701,103.9399,636000,84,92,19.376,0.7429401,0.3487135,0.4105002,0.566439,0.3893955,0.06002635,2,3,10,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"110 TAMPINES ST 11","04 TO 06",1.346947,103.9493,410000,103,62,18.853,0.3943637,0.5407818,0.613185,0.9551583,0.204929,0.267639,2,3,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112 TAMPINES ST 11","01 TO 03",1.346298,103.9475,417000,105,60,18.599,0.1871069,0.3288752,0.7370582,1.058514,0.2394411,0.2307813,2,4,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109 TAMPINES ST 11","07 TO 09",1.347389,103.9492,425000,103,63,18.909,0.4131325,0.5480001,0.6530755,0.9968624,0.1638902,0.2280038,2,3,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166 TAMPINES ST 12","04 TO 06",1.348821,103.9464,462000,103,62,19.221,0.3972884,0.4053185,0.5156319,1.174981,0.1951488,0.100765,3,5,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158 TAMPINES ST 12","07 TO 09",1.351415,103.9459,410000,91,62,19.052,0.5500821,0.6531891,0.2231082,0.8813808,0.2148125,0.1988919,0,3,5,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141 TAMPINES ST 12","10 TO 12",1.348249,103.9449,440888,103,63,19.011,0.3622072,0.2904155,0.5592458,1.218971,0.3315017,0.1935976,2,4,4,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"158 TAMPINES ST 12","10 TO 12",1.351415,103.9459,415000,92,62,19.052,0.5500821,0.6531891,0.2231082,0.8813808,0.2148125,0.1988919,0,3,5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"166 TAMPINES ST 12","01 TO 03",1.348821,103.9464,455000,107,62,19.221,0.3972884,0.4053185,0.5156319,1.174981,0.1951488,0.100765,3,5,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266 TAMPINES ST 21","07 TO 09",1.351966,103.9502,455000,103,62,21.183,0.6247594,0.9378555,0.5852914,1.030322,0.3496173,0.171052,2,2,11,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263 TAMPINES ST 21","10 TO 12",1.353306,103.9511,451000,103,63,21.143,0.599936,1.115848,0.5026561,0.9918489,0.2082556,0.2082554,2,3,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"248 TAMPINES ST 21","01 TO 03",1.35191,103.9471,410000,91,63,19.82,0.4904455,0.7464676,0.2669201,0.8641019,0.3143023,0.2673136,0,2,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247 TAMPINES ST 21","01 TO 03",1.352281,103.9469,425000,91,62,19.812,0.4477949,0.777231,0.2263207,0.8181282,0.2841604,0.2267342,0,2,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253 TAMPINES ST 21","01 TO 03",1.353257,103.9481,440000,108,62,19.821,0.375502,0.9275648,0.3301341,0.7775841,0.3638196,0.3027906,2,3,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286 TAMPINES ST 22","04 TO 06",1.349537,103.953,370000,103,62,19.445,0.8928957,1.025705,0.7016582,0.9027561,0.2635232,0.206441,1,3,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273 TAMPINES ST 22","01 TO 03",1.348692,103.9504,382000,105,62,19.098,0.6063209,0.7286891,0.6897343,1.034459,0.1910482,0.05419803,3,2,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283 TAMPINES ST 22","01 TO 03",1.34863,103.9529,365000,103,63,19.453,0.8303527,0.9736513,0.6028191,0.8794644,0.1761893,0.1073384,1,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272 TAMPINES ST 22","04 TO 06",1.349159,103.9503,410000,103,62,19.181,0.628314,0.7401597,0.7321597,1.087255,0.2393208,1.1777e-06,3,3,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282 TAMPINES ST 22","10 TO 12",1.347754,103.9524,435000,115,62,19.253,0.7481011,0.9003162,0.5138932,0.8423339,0.08519687,1.407862e-08,2,2,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"272 TAMPINES ST 22","07 TO 09",1.349159,103.9503,415000,106,62,19.181,0.628314,0.7401597,0.7321597,1.087255,0.2393208,1.1777e-06,3,3,8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282 TAMPINES ST 22","01 TO 03",1.347754,103.9524,395000,104,62,19.253,0.7481011,0.9003162,0.5138932,0.8423339,0.08519687,1.407862e-08,2,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287 TAMPINES ST 22","07 TO 09",1.349174,103.9543,435000,103,62,19.49,0.9963608,1.140303,0.6674905,0.758868,0.336474,0.2557056,2,3,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217 TAMPINES ST 23","01 TO 03",1.354168,103.9519,388000,93,64,20.861,0.561704,1.24019,0.3811441,0.9959986,0.1502599,0.1502596,2,3,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220 TAMPINES ST 24","01 TO 03",1.355705,103.952,390000,93,63,21.349,0.3939842,1.385521,0.2936434,0.9286962,0.2713485,0.2713482,2,3,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341 TAMPINES ST 33","01 TO 03",1.351146,103.9611,380000,111,74,21.371,1.083735,1.93568,0.9135902,0.490723,0.3761675,0.2445369,0,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339 TAMPINES ST 33","07 TO 09",1.351146,103.9591,410000,112,74,21.335,0.9870412,1.724736,0.7489939,0.5747337,0.3703283,0.2420569,1,2,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352 TAMPINES ST 33","04 TO 06",1.354165,103.9624,375000,108,75,21.3,0.9220009,2.195649,0.8973739,0.7569379,0.2680461,0.1712602,3,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340 TAMPINES ST 33","04 TO 06",1.351146,103.9598,396000,107,74,21.284,1.014513,1.793979,0.8001241,0.5619021,0.3570929,0.2789061,0,2,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413 TAMPINES ST 41","01 TO 03",1.359459,103.9456,385000,84,65,19.872,0.3673488,0.8981414,0.559491,0.1235052,0.3950916,0.1818745,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"459 TAMPINES ST 42","01 TO 03",1.358365,103.9541,352000,84,66,21.191,0.2604168,1.673326,0.2481132,0.8582269,0.2412094,0.1351996,1,4,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"496B TAMPINES ST 43","04 TO 06",1.361237,103.951,408000,106,72,21.876,0.231039,1.350089,0.6893445,0.39187,0.2576582,0.1969508,3,6,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"436 TAMPINES ST 43","10 TO 12",1.35959,103.9516,421000,105,65,21.627,0.03854152,1.464428,0.5058932,0.5770283,0.1891315,0.1368279,3,6,8,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"498E TAMPINES ST 45","01 TO 03",1.361486,103.9591,415000,106,75,22.9,0.392289,1.563505,0.764803,0.75222,0.1887513,0.1532712,0,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"708 TAMPINES ST 71","04 TO 06",1.357992,103.9369,420000,101,75,15.105,0.4609615,0.5549707,0.7583237,0.8562596,0.4037767,0.115134,1,5,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"730 TAMPINES ST 71","13 TO 15",1.356706,103.9335,440000,102,76,14.811,0.09557295,0.7610061,1.079199,1.254562,0.1685681,0.1840329,2,6,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"733 TAMPINES ST 71","01 TO 03",1.357825,103.9339,380000,104,75,14.71,0.2256174,0.7849415,1.066522,1.191224,0.2701905,0.179107,3,6,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"702 TAMPINES ST 71","10 TO 12",1.356173,103.9375,471000,100,75,15.157,0.4626617,0.3574323,0.63275,0.8509328,0.3618459,0.2701255,3,7,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"732 TAMPINES ST 71","13 TO 15",1.357559,103.9343,440000,103,75,14.764,0.2177525,0.7273237,1.010628,1.146479,0.2362969,0.1666528,3,6,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"741 TAMPINES ST 72","04 TO 06",1.360012,103.933,410000,100,76,15.218,0.4604644,1.007696,1.241112,1.275625,0.5268974,0.2689008,1,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"889A TAMPINES ST 81","13 TO 15",1.349415,103.9314,435000,104,67,14.288,0.140753,1.048408,0.8934295,1.250639,0.2994827,0.1515401,2,6,14,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"889A TAMPINES ST 81","13 TO 15",1.349415,103.9314,440000,104,67,14.288,0.140753,1.048408,0.8934295,1.250639,0.2994827,0.1515401,2,6,14,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"842B TAMPINES ST 82","04 TO 06",1.351092,103.9371,5e+05,107,73,18.685,0.5203478,0.4228027,0.6341943,1.220696,0.3198691,0.1291131,1,1,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"868 TAMPINES ST 83","07 TO 09",1.354776,103.934,408000,104,67,14.774,0.1395035,0.6474619,1.011148,1.269779,0.08056833,0.08548608,3,8,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"853 TAMPINES ST 83","07 TO 09",1.353273,103.9351,420000,104,66,14.833,0.3448413,0.5225391,0.9116436,1.239613,0.2519583,0.2077684,2,7,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"843 TAMPINES ST 83","04 TO 06",1.351879,103.9347,381500,84,66,14.628,0.3256054,0.6017396,0.8179147,1.361658,0.2946143,0.1232767,2,3,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"865 TAMPINES ST 83","04 TO 06",1.353892,103.9343,438000,104,67,14.717,0.2400933,0.6092817,0.9890648,1.284162,0.1692555,0.1647185,2,6,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"883 TAMPINES ST 84","01 TO 03",1.351856,103.9329,415000,104,66,14.43,0.2290979,0.7872243,0.9305817,1.523533,0.364609,0.129915,1,5,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"871C TAMPINES ST 86","04 TO 06",1.356709,103.9314,535000,94,95,14.869,0.2364471,0.9801642,1.311778,1.484636,0.1642692,0.1531658,0,3,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"910 TAMPINES ST 91","10 TO 12",1.349817,103.9387,427000,104,63,18.234,0.6826716,0.4605393,0.4768304,1.224469,0.4201377,0.3012836,0,3,10,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"911 TAMPINES ST 91","13 TO 15",1.349832,103.9396,5e+05,104,62,18.111,0.7746498,0.4459874,0.4936421,1.177607,0.4053789,0.3392925,0,2,9,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"934 TAMPINES ST 91","16 TO 18",1.345334,103.9401,465000,104,63,17.892,0.6762221,0.5021978,0.1886092,1.424307,0.5811978,0.1299023,0,3,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"933 TAMPINES ST 91","07 TO 09",1.345242,103.9391,442000,104,63,17.973,0.7900346,0.6165315,0.07961399,1.452301,0.64106,0.1394943,0,2,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"910 TAMPINES ST 91","07 TO 09",1.349817,103.9387,435000,106,63,18.234,0.6826716,0.4605393,0.4768304,1.224469,0.4201377,0.3012836,0,3,10,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"929 TAMPINES ST 91","04 TO 06",1.346392,103.9396,423800,104,63,17.748,0.7437507,0.5637832,0.1629406,1.522971,0.609799,4.641338e-08,0,3,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18 JOO SENG RD","01 TO 03",1.336849,103.8811,363000,103,62,10.445,0.9372187,1.058704,0.6788094,0.3431876,0.3885747,0.3717535,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155 LOR 1 TOA PAYOH","07 TO 09",1.332796,103.8456,715000,101,77,8.361,0.230936,0.5933616,0.2137134,0.3608009,0.1637458,0.1618657,3,5,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138A LOR 1A TOA PAYOH","13 TO 15",1.336711,103.8455,780000,91,90,8.897,0.375491,0.1736336,0.4412059,0.732596,0.4498263,0.1278389,5,6,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"138C LOR 1A TOA PAYOH","22 TO 24",1.336264,103.8449,830000,91,90,8.999,0.3023859,0.2031358,0.4949044,0.7148834,0.4357939,0.1732424,3,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"138C LOR 1A TOA PAYOH","25 TO 27",1.336264,103.8449,822888,91,90,8.999,0.3023859,0.2031358,0.4949044,0.7148834,0.4357939,0.1732424,3,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"139A LOR 1A TOA PAYOH","10 TO 12",1.336278,103.844,783000,91,90,8.9,0.2774535,0.2147457,0.5256785,0.7665242,0.4960007,0.208535,1,4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"139B LOR 1A TOA PAYOH","25 TO 27",1.336711,103.8439,812000,91,90,8.757,0.3238252,0.1798889,0.4955108,0.8165647,0.5442127,0.1852729,1,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"121 LOR 2 TOA PAYOH","01 TO 03",1.339163,103.8462,550000,101,80,11.56,0.6556998,0.20569,0.1573461,0.9682337,0.3074943,0.08266079,2,3,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145 LOR 2 TOA PAYOH","37 TO 39",1.33521,103.8462,8e+05,86,84,8.562,0.3103438,0.3563029,0.3219828,0.5500003,0.2671502,0.1886924,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"86 LOR 2 TOA PAYOH","10 TO 12",1.335491,103.8477,682000,106,75,8.65,0.4010486,0.3872307,0.3172086,0.5439453,0.2882633,0.04684459,4,6,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"144 LOR 2 TOA PAYOH","13 TO 15",1.335351,103.844,686000,91,81,8.595,0.17566,0.3131636,0.4900029,0.6860253,0.4275068,0.1814643,3,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"86 LOR 2 TOA PAYOH","04 TO 06",1.335491,103.8477,680000,105,75,8.65,0.4010486,0.3872307,0.3172086,0.5439453,0.2882633,0.04684459,4,6,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80B LOR 4 TOA PAYOH","10 TO 12",1.335296,103.8499,662000,104,75,11.148,0.1619522,0.2449784,0.3997909,0.5652308,0.2189294,0.1115093,1,4,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"43 LOR 5 TOA PAYOH","01 TO 03",1.335939,103.8543,515000,110,71,11.263,0.3018854,0.1502725,0.8392565,0.9196937,0.3706753,0.1111943,1,3,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228 LOR 8 TOA PAYOH","10 TO 12",1.339149,103.8588,320000,82,55,11.358,0.3352766,0.4746396,1.33978,0.6166655,0.3606039,0.2247216,0,4,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"220 LOR 8 TOA PAYOH","10 TO 12",1.342617,103.8565,330000,82,54,11.78,0.104095,0.3469859,1.100585,0.7412002,0.3214315,0.2523936,0,2,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"222 LOR 8 TOA PAYOH","10 TO 12",1.341766,103.856,328000,82,54,11.951,0.0008103819,0.2474814,1.038587,0.792913,0.2269209,0.2138482,0,2,8,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"79B TOA PAYOH CTRL","13 TO 15",1.334641,103.848,735000,91,87,8.378,0.3892095,0.4462627,0.2290009,0.4490281,0.2127378,0.1263361,3,6,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"79A TOA PAYOH CTRL","04 TO 06",1.334531,103.8476,6e+05,76,87,8.375,0.4314183,0.4869556,0.2104678,0.4392028,0.1823901,0.1468249,3,7,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79E TOA PAYOH CTRL","40 TO 42",1.334727,103.8498,838000,90,87,8.539,0.2034039,0.2429902,0.3472151,0.5028952,0.1773224,0.07378896,1,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"202 TOA PAYOH NTH","10 TO 12",1.341529,103.8496,370000,87,51,11.305,0.6439245,0.3378408,0.3319164,1.033845,0.2991806,0.2913852,1,4,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"202 TOA PAYOH NTH","19 TO 21",1.341529,103.8496,390000,87,51,11.305,0.6439245,0.3378408,0.3319164,1.033845,0.2991806,0.2913852,1,4,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"213 MARSILING CRES","04 TO 06",1.446409,103.7722,288000,104,61,25.053,0.9071357,0.6227142,1.515628,1.002694,1.537866,0.1659709,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8 MARSILING DR","01 TO 03",1.441345,103.7772,265000,88,54,24.576,0.229104,0.2805133,1.036015,0.5795566,0.9118765,0.24123,0,1,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27 MARSILING DR","04 TO 06",1.442099,103.774,260000,92,56,24.334,0.4071376,0.4117401,1.059902,0.6664039,1.047537,0.4552704,2,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12C MARSILING LANE","01 TO 03",1.441086,103.7778,375000,93,91,24.269,0.1910444,0.3157831,1.0338,0.5294335,0.8655206,0.2579185,0,1,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336 WOODLANDS AVE 1","01 TO 03",1.43046,103.782,335000,90,64,26.712,0.8415865,0.4205633,0.8672066,0.7383683,0.1698578,0.1698588,0,4,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354 WOODLANDS AVE 1","07 TO 09",1.432392,103.7851,390000,106,74,26.353,0.5272792,0.6011676,0.5165685,0.7943948,0.3437182,0.1839162,1,2,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"759 WOODLANDS AVE 6","01 TO 03",1.446475,103.7954,340000,102,76,27.989,0.9898693,0.9320581,0.8993203,1.508099,0.3175935,0.3175929,1,6,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"627 WOODLANDS AVE 6","07 TO 09",1.433485,103.8012,328000,92,76,26.073,0.8500807,0.714959,0.7853332,2.390093,0.3976846,0.1349808,0,12,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"723 WOODLANDS AVE 6","07 TO 09",1.445373,103.799,362000,101,75,27.202,0.9866292,0.631506,0.5751381,1.886387,0.09609029,0.0830521,1,5,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"627 WOODLANDS AVE 6","01 TO 03",1.433485,103.8012,305000,90,76,26.073,0.8500807,0.714959,0.7853332,2.390093,0.3976846,0.1349808,0,12,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"737 WOODLANDS CIRCLE","07 TO 09",1.443678,103.7968,330000,91,76,27.432,0.717433,0.5977851,0.5760543,1.643902,0.2602846,0.2370313,2,8,9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"747 WOODLANDS CIRCLE","07 TO 09",1.443173,103.795,352000,103,76,27.448,0.6224005,0.727359,0.7243689,1.445271,0.4415224,0.3868247,2,7,11,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"739 WOODLANDS CIRCLE","07 TO 09",1.444229,103.797,358000,100,75,27.503,0.7823139,0.626531,0.5973222,1.665544,0.197939,0.1939521,2,7,9,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"753 WOODLANDS CIRCLE","07 TO 09",1.445805,103.7946,345000,103,76,27.761,0.9125326,0.9358601,0.9122339,1.411729,0.390093,0.3900927,1,5,9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"776 WOODLANDS CRES","07 TO 09",1.44807,103.7998,335000,101,76,27.538,1.292288,0.905709,0.838773,2.016771,0.1471634,0.1471625,0,3,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"782C WOODLANDS CRES","10 TO 12",1.447684,103.8035,420000,92,93,27.512,1.485223,0.9106309,0.8318194,2.413137,0.2456841,0.245683,0,3,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"782E WOODLANDS CRES","01 TO 03",1.448052,103.8027,358000,92,93,27.714,1.4637,0.9252374,0.847531,2.337739,0.1865823,0.1865835,0,3,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"780C WOODLANDS CRES","07 TO 09",1.449111,103.8013,390000,92,93,27.63,1.476783,1.017465,0.9436196,2.214858,0.09099105,0.0909906,0,3,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"519 WOODLANDS DR 14","01 TO 03",1.434589,103.792,370000,105,79,26.05,0.4473255,1.137488,0.4775387,1.433464,0.4243515,0.4243513,1,3,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"544 WOODLANDS DR 16","01 TO 03",1.428619,103.7931,345000,100,78,25.532,0.4107101,1.510286,0.1723115,1.773577,0.2482063,0.2684594,0,5,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"704 WOODLANDS DR 40","04 TO 06",1.440581,103.7962,340000,102,75,27.406,0.3760163,0.5015206,0.5288246,1.626857,0.3560713,0.3640305,1,3,12,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"886B WOODLANDS DR 50","04 TO 06",1.438258,103.7941,440000,92,93,26.931,0.10144,0.7554098,0.7296599,1.492507,0.1375689,0.1831771,2,8,15,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"892A WOODLANDS DR 50","07 TO 09",1.437249,103.7902,385000,100,75,26.947,0.5026465,1.206113,0.2835144,1.185247,0.464376,0.275037,1,3,9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"887A WOODLANDS DR 50","01 TO 03",1.437192,103.7939,420000,92,93,26.872,0.0982899,0.8157368,0.6748334,1.52615,0.1443458,0.158599,2,6,12,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"897C WOODLANDS DR 50","07 TO 09",1.435744,103.7941,358000,99,75,26.83,0.2096193,0.8647944,0.6912507,1.635208,0.229378,0.1551631,1,6,13,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"892A WOODLANDS DR 50","01 TO 03",1.437249,103.7902,358000,100,75,26.947,0.5026465,1.206113,0.2835144,1.185247,0.464376,0.275037,1,3,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"887B WOODLANDS DR 50","01 TO 03",1.437203,103.7944,405000,92,93,26.872,0.05470174,0.7679868,0.7254127,1.569971,0.09577543,0.1075769,1,6,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"896B WOODLANDS DR 50","01 TO 03",1.436924,103.7926,352000,99,76,26.993,0.2469437,0.9637161,0.5247736,1.417708,0.2941607,0.3021851,2,5,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"786B WOODLANDS DR 60","13 TO 15",1.445688,103.8007,360000,91,75,27.538,1.120007,0.6363758,0.5652103,2.080565,0.2841952,0.2476932,1,5,8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"104 WOODLANDS ST 13","01 TO 03",1.436466,103.7816,3e+05,92,63,24.053,0.4772378,0.380158,0.5480871,0.2616951,0.3848621,0.1720214,0,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424 WOODLANDS ST 41","07 TO 09",1.427293,103.7749,350000,100,75,23.577,1.35112,0.8817173,0.583976,1.130483,0.4891846,0.2926268,3,3,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"842 WOODLANDS ST 82","01 TO 03",1.443438,103.7923,350000,104,72,27.539,0.7052402,1.016165,0.906393,1.137596,0.2045192,0.2045193,1,7,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"855 WOODLANDS ST 83","10 TO 12",1.440154,103.7936,330000,84,72,27.379,0.3120357,0.7887888,0.7771366,1.360199,0.3335962,0.2143813,1,8,10,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"432B YISHUN AVE 1","04 TO 06",1.4191,103.8465,390000,92,94,21.109,0.4402123,0.6815912,1.512301,0.7239467,0.343492,0.1797101,0,4,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432C YISHUN AVE 1","07 TO 09",1.419496,103.846,412000,92,94,21.242,0.3995194,0.6256417,1.464735,0.6567432,0.2784313,0.1965094,0,3,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
