"address","storey_range","floor_area_sqm","remaining_lease_year","resale_price","LATITUDE","LONGITUDE","PROX_CBD","PROX_ELDERLYCARE","PROX_HAWKER","PROX_MRTLRT","PROX_PARKS","PROX_SUPERMARKETS","PROX_CLINICS","NUM_KINDERGARDEN_350M","NUM_CHILDCARE_350M","NUM_BUSSTOP_350M","NUM_PRISCH_1KM","01TO03","04TO06","07TO09","10TO12","13TO15","16TO18","19TO21","22TO24","25TO27","28TO30","31TO33","34TO36","37TO39","40TO42","43TO45","46TO48","49TO51"
"471A UPP SERANGOON CRES","07 TO 09",92,94,458000,1.378145,103.9018,15.336,1.8872,0.3986652,0.2336722,0.8129632,0.287365,0.5753678,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236 JURONG EAST ST 21","04 TO 06",91,60,362888,1.340407,103.7421,17.243,1.522592,1.372545,0.8251376,0.6908325,0.7403586,0.07930977,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20 TEBAN GDNS RD","16 TO 18",92,92,440000,1.323784,103.7385,16.889,0.2170775,0.4402528,0.7534639,1.026054,0.6111399,0.1761633,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"22 TEBAN GDNS RD","04 TO 06",87,92,382000,1.322772,103.7397,16.02,0.1307,2.124888,1.423784,0.4876841,0.3605585,0.2014056,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"765 JURONG WEST ST 74","04 TO 06",104,75,335000,1.350082,103.6984,23.004,1.384661,1.692932,1.566023,1.087831,0.8622266,0.4638521,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339A KANG CHING RD","07 TO 09",89,91,435000,1.337855,103.7215,19.094,0.3072724,0.1575286,0.2524992,0.3885215,0.5320131,0.3430507,1,6,21,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360 YUNG AN RD","07 TO 09",109,74,360000,1.335803,103.721,19.211,1.52055,1.509681,1.252869,0.2201309,0.5444911,0.1132767,2,1,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"815 JELLICOE RD","16 TO 18",91,82,720000,1.30693,103.8617,4.111,0.388743,0.4955749,0.7796967,0.6271898,0.1205043,0.2512709,0,6,18,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"16 JLN TENTERAM","01 TO 03",86,81,447000,1.328134,103.8596,8.012,0.9580604,0.4838412,0.2707071,0.2534721,0.2414439,0.1084067,1,3,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"478 PASIR RIS DR 4","10 TO 12",103,71,423000,1.374494,103.959,23.795,0.6774967,0.6701852,0.9156328,0.8216321,0.4656008,0.4654844,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"474 PASIR RIS DR 6","07 TO 09",103,68,390000,1.374738,103.9566,23.662,0.3417939,0.1686577,1.429088,0.6431109,0.4671431,0.4671466,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"524C PASIR RIS ST 51","04 TO 06",93,94,525000,1.370545,103.9476,19.861,1.031755,0.8728394,0.8493664,0.2818105,0.7415013,0.2617555,0,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"524A PASIR RIS ST 51","10 TO 12",93,94,540000,1.37128,103.9477,19.705,1.352786,0.2716609,1.383154,1.345729,0.55816,0.5649657,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"528B PASIR RIS ST 51","07 TO 09",93,94,490000,1.370623,103.9482,19.588,1.304167,0.6427537,1.157962,0.5378547,0.4985573,0.5351004,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"525C PASIR RIS ST 51","01 TO 03",93,94,477000,1.36996,103.9475,19.943,0.531363,2.078355,2.006519,0.1117973,0.2760655,1.038371,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"526D PASIR RIS ST 51","07 TO 09",93,94,5e+05,1.368668,103.9473,20.096,0.1782692,0.1499125,0.3191781,0.07640731,0.1115256,0.06928528,3,15,22,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"570 PASIR RIS ST 53","01 TO 03",108,74,430000,1.37277,103.9465,19.837,0.7760236,2.067851,0.5590347,0.73368,0.234964,0.7584369,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"769 PASIR RIS ST 71","07 TO 09",105,75,395000,1.375106,103.9351,17.999,0.6471155,0.4878206,0.3803135,0.4128068,0.2136041,0.1994148,4,6,11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"749 PASIR RIS ST 71","04 TO 06",105,75,375000,1.37834,103.9343,17.66,0.5113284,1.020281,0.2840715,0.5748034,0.0943682,0.390802,0,5,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174D EDGEDALE PLAINS","07 TO 09",90,82,370000,1.397494,103.91,18.057,1.220332,0.7561332,0.4149467,1.682771,0.442071,0.7481174,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"672D EDGEFIELD PLAINS","13 TO 15",90,94,425000,1.40759,103.9109,19.41,0.4927093,1.097402,1.243306,0.3776711,0.5009683,0.3855465,0,4,6,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"672D EDGEFIELD PLAINS","10 TO 12",90,94,433000,1.40759,103.9109,19.41,0.4927093,1.097402,1.243306,0.3776711,0.5009683,0.3855465,0,4,6,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"602A PUNGGOL CTRL","13 TO 15",94,91,463000,1.403481,103.9071,18.219,0.5894284,0.6754454,1.205509,0.6149559,0.09601551,0.4299919,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"613D PUNGGOL DR","04 TO 06",93,91,440000,1.403824,103.9089,18.498,1.398929,0.491479,1.197241,1.3738,0.3283718,0.3090842,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"642B PUNGGOL DR","13 TO 15",91,83,380000,1.398285,103.9163,18.483,1.518132,0.3812239,0.9702485,0.9009772,0.2741938,0.5146899,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"665C PUNGGOL DR","04 TO 06",93,94,463888,1.401492,103.9145,18.159,0.7190554,0.08087602,0.2641145,0.4161294,0.3906699,0.341717,1,2,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"665A PUNGGOL DR","13 TO 15",93,94,498000,1.402128,103.9136,18.097,2.026847,1.042107,0.4030115,0.9396616,0.5013522,0.4524961,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"268D PUNGGOL FIELD","07 TO 09",96,91,465000,1.403314,103.8984,18.907,1.981532,2.121002,0.5330211,0.546287,0.2872203,0.2871355,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196D PUNGGOL FIELD","07 TO 09",85,82,352000,1.399661,103.9072,18.087,0.2909899,0.09637773,0.1779699,0.2964346,0.2043802,0.1580411,5,14,67,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"274D PUNGGOL PL","04 TO 06",93,92,480000,1.403034,103.9017,18.934,1.274853,0.1779415,0.06899961,0.08324021,0.1635793,0.2631922,0,1,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289B PUNGGOL PL","04 TO 06",97,92,510000,1.401344,103.9031,17.989,0.7324316,0.3502233,0.2352808,0.09843743,0.1034074,0.3431496,2,4,13,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271D PUNGGOL WALK","07 TO 09",93,93,510000,1.403514,103.9009,18.799,2.148086,2.231618,0.3830588,0.7181628,0.2497583,0.5440825,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308C PUNGGOL WALK","04 TO 06",92,95,524000,1.408007,103.8991,19.288,0.8877556,0.485497,0.728201,0.3149291,0.1733047,0.1390029,0,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271C PUNGGOL WALK","10 TO 12",93,93,526000,1.403942,103.901,18.751,1.882187,1.473854,0.2746745,0.3541846,0.3938,0.6128908,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"265C PUNGGOL WAY","10 TO 12",92,94,505000,1.404997,103.8985,19.314,1.502479,0.9099194,0.7004135,1.293464,0.3296049,0.4128525,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"260A PUNGGOL WAY","13 TO 15",93,95,498000,1.404797,103.8966,19.346,0.33128,1.822988,1.838283,0.5635007,0.0372298,0.2960283,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"312B SUMANG LINK","07 TO 09",92,94,476000,1.411353,103.9006,19.538,1.401043,2.251376,0.4963728,0.3403744,0.06672839,0.1067489,0,3,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86 DAWSON RD","10 TO 12",83,95,780000,1.295649,103.8102,5.554,1.775228,1.013984,0.2371243,0.490159,0.8125748,0.4905498,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"90 DAWSON RD","04 TO 06",95,95,850000,1.295402,103.8122,5.726,0.1419642,0.4395466,0.5090213,0.2249215,0.2527367,0.153218,1,2,28,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90 DAWSON RD","34 TO 36",83,95,9e+05,1.295402,103.8122,5.726,0.1419642,0.4395466,0.5090213,0.2249215,0.2527367,0.153218,1,2,28,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5 DOVER CRES","10 TO 12",94,58,480000,1.30406,103.7826,10.441,0.4320567,1.826045,0.9371414,0.7778508,0.5492835,0.2489784,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"83 STRATHMORE AVE","01 TO 03",102,76,690000,1.294643,103.8083,5.601,1.386608,0.5882733,0.914926,0.9875912,0.4608338,0.5444221,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421 CANBERRA RD","04 TO 06",90,80,320000,1.452991,103.8185,26.391,1.233696,0.3425296,0.7497456,0.9555227,0.136308,0.586103,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463C SEMBAWANG DR","16 TO 18",92,94,412000,1.456235,103.8143,27.263,0.9340549,0.9803275,1.319703,0.6383967,0.350352,0.3415506,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"481 SEMBAWANG DR","07 TO 09",90,79,306000,1.452976,103.8151,29.033,0.9619035,1.616303,1.172385,0.6738205,0.9498812,0.2787611,0,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336A ANCHORVALE CRES","01 TO 03",92,94,425000,1.397544,103.8893,19.358,0.3415262,1.391773,0.3535031,0.6917999,0.7773212,0.06775211,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334A ANCHORVALE CRES","07 TO 09",92,94,466000,1.398386,103.8894,19.042,0.7951689,1.956797,0.940173,0.5527588,0.1631323,0.521874,1,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305A ANCHORVALE LINK","16 TO 18",90,80,358000,1.388402,103.8882,17.563,0.5104182,0.2030366,0.3857586,0.1525952,0.486029,0.3419385,0,6,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"333B ANCHORVALE LINK","10 TO 12",92,94,470000,1.394579,103.8914,18.088,0.1076216,1.084781,0.8542726,0.5224011,0.2915037,0.325597,1,4,8,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"330A ANCHORVALE ST","10 TO 12",92,94,462000,1.396627,103.8899,19.013,0.9580329,1.293122,0.8617403,0.1869966,0.2611042,0.420293,3,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"416A FERNVALE LINK","19 TO 21",93,94,445000,1.390612,103.88,17.51,0.4858805,1.131922,1.261337,0.9417204,0.4973449,0.1550653,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"414A FERNVALE LINK","13 TO 15",93,94,438888,1.389583,103.8795,17.409,1.5354,0.9951114,0.9473552,0.2032739,0.6189767,0.2682066,0,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"411A FERNVALE RD","13 TO 15",95,91,438888,1.390548,103.8769,17.25,0.9977531,1.573679,1.201036,0.6350702,0.5363185,0.567517,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"436C FERNVALE RD","22 TO 24",96,88,436000,1.392315,103.877,17.354,1.446978,0.9753381,0.851417,0.4688768,0.3543332,0.6944917,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"471C FERNVALE ST","16 TO 18",93,95,460000,1.395953,103.8815,17.827,1.35421,0.9393744,1.425942,0.415328,0.8828616,0.3948766,0,3,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"121A RIVERVALE DR","13 TO 15",91,79,342000,1.386691,103.9051,15.876,0.9134566,0.3855609,0.2508316,0.1876043,0.4918979,0.3567269,0,3,16,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"272C SENGKANG CTRL","07 TO 09",90,88,555000,1.384273,103.8938,17.483,0.974658,1.586516,0.6488826,0.2792258,0.8817351,0.3737962,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270A SENGKANG CTRL","16 TO 18",93,89,548888,1.385752,103.8943,17.358,1.956279,0.3282061,1.465717,0.9038752,0.06046667,0.06044944,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"239 SERANGOON AVE 2","07 TO 09",84,64,508000,1.353191,103.8687,11.916,1.0488,0.8093162,0.5935807,0.2351752,0.1855381,0.6900128,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332 SERANGOON AVE 3","07 TO 09",84,64,550000,1.351017,103.8702,12.368,1.385598,0.3515437,0.3113499,0.6827928,0.3272033,0.2843309,0,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"533 SERANGOON NTH AVE 4","04 TO 06",104,71,387000,1.374537,103.8746,14.452,2.118231,0.3000326,0.6154972,1.207338,1.318664,0.8049669,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107 SIMEI ST 1","10 TO 12",104,67,498000,1.342161,103.9505,18.874,0.8405078,0.5314789,1.34893,0.6513082,0.5483031,0.3638751,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"522A TAMPINES CTRL 7","10 TO 12",93,94,560000,1.357769,103.9384,19.499,0.96767,1.193958,0.8863098,0.3338735,0.4722401,0.3371065,0,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"244 TAMPINES ST 21","07 TO 09",108,63,493000,1.353808,103.9471,19.617,0.539968,1.006174,0.955222,0.3352003,0.2874031,0.2913428,0,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269 TAMPINES ST 21","04 TO 06",104,62,428000,1.350745,103.948,19.303,0.1381586,0.4260184,0.516167,0.2955069,0.2517004,0.1646765,1,2,24,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218 TAMPINES ST 24","01 TO 03",104,63,390000,1.354436,103.9523,20.956,0.3178898,2.185227,2.053902,0.4118889,0.4844667,1.074193,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"223 TAMPINES ST 24","04 TO 06",91,64,410000,1.355384,103.9532,21.387,0.2254991,1.984877,1.911224,0.429567,0.1651384,0.0964501,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338 TAMPINES ST 33","07 TO 09",107,74,408000,1.351918,103.9596,21.083,0.5524834,1.468833,0.9959397,0.5389371,0.4446785,0.5036261,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"456 TAMPINES ST 42","01 TO 03",84,66,350000,1.357649,103.9545,21.335,1.222013,1.330658,0.8121765,0.1716946,0.6795158,0.4357571,2,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"701 TAMPINES ST 71","04 TO 06",99,76,438000,1.356172,103.9368,15.084,0.404013,0.8752394,1.168115,1.439072,0.238643,0.2459879,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"888A TAMPINES ST 81","10 TO 12",104,67,420000,1.350485,103.9309,14.212,1.318362,1.197895,0.3840674,0.880014,0.3167514,0.7599964,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"840 TAMPINES ST 82","04 TO 06",84,64,356000,1.351142,103.9356,18.369,0.7090154,0.7790791,0.7251587,0.3711477,0.2120788,0.6425487,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"857A TAMPINES ST 83","01 TO 03",104,66,390000,1.354291,103.9351,14.938,0.8794854,1.298725,0.7089673,0.1940634,0.6307241,0.1055148,3,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138A LOR 1A TOA PAYOH","37 TO 39",91,91,830000,1.336711,103.8455,8.897,0.7263981,0.9212423,0.2642813,0.4798428,0.4018161,0.3906687,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"206 MARSILING DR","10 TO 12",93,60,280000,1.445407,103.7734,24.652,0.5328613,1.070309,0.1778957,0.4116596,0.5315893,0.1500446,0,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"27 MARSILING DR","01 TO 03",91,56,240000,1.442099,103.774,24.334,0.3713013,0.2915351,0.327145,0.5551881,0.3254292,0.2886238,2,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12A MARSILING LANE","04 TO 06",93,92,360000,1.441317,103.7784,24.552,1.466876,0.7830061,0.8330325,0.6383972,0.6056725,0.4359802,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12B MARSILING LANE","07 TO 09",93,92,355000,1.441086,103.7781,24.306,1.104872,0.6817833,0.6712255,0.06488204,0.2817639,0.831701,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"571A WOODLANDS AVE 1","07 TO 09",92,92,450000,1.43017,103.7911,25.994,0.2921921,0.3939164,0.4011748,0.4304715,0.7971006,0.328464,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"368 WOODLANDS AVE 1","04 TO 06",105,75,380000,1.432927,103.7867,26.371,0.3918235,0.5649725,0.6973344,0.4635983,0.3289571,0.4014599,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"617 WOODLANDS AVE 4","04 TO 06",91,77,325000,1.433897,103.7957,26.643,0.5342068,0.7402975,0.5336511,0.2927878,0.1710948,0.1932669,2,0,18,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"730 WOODLANDS CIRCLE","10 TO 12",91,76,330000,1.442509,103.7977,27.312,0.7585254,1.903139,0.9090421,0.5061467,0.9673385,0.5996282,1,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"764 WOODLANDS CIRCLE","07 TO 09",91,82,330000,1.44525,103.7968,27.485,0.3324127,0.1768567,0.1686744,0.04054492,0.2130753,0.0699398,4,10,47,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"780D WOODLANDS CRES","01 TO 03",92,94,355000,1.44812,103.8019,27.7,1.044835,2.093514,1.873723,0.2395515,0.5975704,0.7670005,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"514 WOODLANDS DR 14","04 TO 06",107,78,410000,1.434598,103.7897,26.458,1.465265,1.005166,0.6647836,0.718519,0.1622898,0.8732927,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"510 WOODLANDS DR 14","01 TO 03",107,78,390000,1.432761,103.7885,26.223,1.846885,1.565517,1.561146,0.8450286,0.4152266,0.8115365,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"502A WOODLANDS DR 14","07 TO 09",102,77,375000,1.433305,103.7913,26.125,0.9427216,0.9851222,0.4120317,1.183486,1.093179,0.1188939,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"897B WOODLANDS DR 50","10 TO 12",100,76,340000,1.436051,103.794,26.843,0.5556066,0.7610231,1.093326,0.6192802,0.8628286,0.4520768,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"620 WOODLANDS DR 52","10 TO 12",92,77,3e+05,1.433419,103.7989,26.015,0.8186955,1.820008,1.304386,0.9219229,0.9618172,0.3569059,0,0,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"667 WOODLANDS RING RD","04 TO 06",90,79,352000,1.438646,103.7979,26.639,0.3090283,0.09475593,0.2339562,0.1374963,0.3730551,0.1437222,2,9,18,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428B YISHUN AVE 11","10 TO 12",92,94,4e+05,1.422078,103.8472,21.246,1.064074,2.047868,1.827027,0.2353096,0.6013663,0.7259346,0,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"429A YISHUN AVE 11","10 TO 12",92,94,378000,1.422097,103.8496,21.087,0.8000922,0.2171752,0.8951427,0.2835281,0.7166924,0.6043424,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"663 YISHUN AVE 4","10 TO 12",85,66,3e+05,1.419886,103.8401,21.974,1.438027,0.9479752,0.5892806,1.060601,1.087359,1.087307,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"408 YISHUN AVE 6","04 TO 06",84,67,260000,1.426254,103.8484,20.981,1.073342,1.603543,0.2075961,0.4144427,0.8816411,0.4723744,1,1,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250 YISHUN AVE 9","04 TO 06",84,64,290000,1.435531,103.8417,21.963,0.4659309,0.4309557,0.2043208,0.0989557,0.3538156,0.09337379,0,5,14,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315A YISHUN AVE 9","13 TO 15",92,94,432000,1.432384,103.8424,23.369,1.484972,1.119274,0.2304012,0.3329193,0.3245747,0.1502479,0,2,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"303 YISHUN CTRL","01 TO 03",105,67,355000,1.430269,103.8401,22.852,0.4043128,1.450985,1.888718,0.6377309,0.4406431,0.1621597,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"452 YISHUN RING RD","04 TO 06",92,91,383000,1.422083,103.8454,21.348,1.19522,1.110487,1.33705,0.9220835,0.1265433,0.126531,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"808 YISHUN RING RD","04 TO 06",108,66,418000,1.416915,103.831,21.471,0.4365026,0.9891488,0.6434758,0.7827228,0.9618802,0.3650982,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333A YISHUN ST 31","13 TO 15",92,94,420000,1.43194,103.845,21.296,1.858274,1.130029,0.4941983,0.5776648,0.5161883,0.5160919,0,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"335B YISHUN ST 31","01 TO 03",92,94,375000,1.432842,103.8443,21.366,0.9264537,0.8755441,1.592011,0.5814559,0.3530863,0.3529646,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333A YISHUN ST 31","13 TO 15",92,94,430000,1.43194,103.845,21.296,1.858274,1.130029,0.4941983,0.5776648,0.5161883,0.5160919,0,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"333A YISHUN ST 31","04 TO 06",92,94,4e+05,1.43194,103.845,21.296,1.858274,1.130029,0.4941983,0.5776648,0.5161883,0.5160919,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334D YISHUN ST 31","04 TO 06",92,94,415000,1.432415,103.8465,21.113,1.331712,0.5460312,0.4564062,0.3753632,0.6336901,0.4485855,3,3,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334D YISHUN ST 31","13 TO 15",92,94,402500,1.432415,103.8465,21.113,1.331712,0.5460312,0.4564062,0.3753632,0.6336901,0.4485855,3,3,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"334A YISHUN ST 31","13 TO 15",92,94,430000,1.432906,103.8447,21.389,0.7856647,1.25733,0.2985443,0.9747773,0.3457946,0.1677582,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"334B YISHUN ST 31","10 TO 12",92,94,398000,1.432533,103.8457,21.295,1.683773,2.404753,1.918312,0.4297471,0.5698056,0.5096977,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"642 YISHUN ST 61","04 TO 06",84,65,280000,1.42097,103.8374,22.131,0.5438593,0.1098833,0.6941564,0.1482603,0.2482191,0.1707812,0,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"726 YISHUN ST 71","04 TO 06",104,64,338000,1.426536,103.8307,22.528,1.650524,1.039315,1.448191,0.3600388,0.9445153,0.1606905,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413 ANG MO KIO AVE 10","04 TO 06",92,58,380000,1.363526,103.8537,11.954,1.466171,1.433602,1.190191,0.2518691,0.8513723,0.2742039,1,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327 ANG MO KIO AVE 3","10 TO 12",98,56,406000,1.367053,103.847,12.739,0.3098305,0.1075552,0.07322205,0.107225,0.1263055,0.06649299,6,20,85,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"423 ANG MO KIO AVE 3","04 TO 06",108,72,540000,1.368761,103.8518,13.374,0.08519649,0.4116405,0.4706608,0.2252865,0.3068369,0.1887214,2,7,20,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113 ANG MO KIO AVE 4","01 TO 03",92,56,370000,1.371785,103.836,14.049,0.3713464,0.5419257,0.1390788,0.5792392,0.2649131,0.3168495,1,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"537 ANG MO KIO AVE 5","10 TO 12",92,58,375000,1.3752,103.8531,13.842,0.1943114,0.2887165,0.1398126,0.1652217,0.07798557,0.1048881,9,26,81,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"507 BEDOK NTH AVE 3","04 TO 06",92,57,345000,1.332981,103.9326,16.484,0.01210645,0.8032226,0.5627306,0.6604274,0.08180967,0.009532052,3,6,19,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
