"month","town","address","block","street_name","flat_type","storey_range","storey_range_lower","storey_range_upper","floor_area_sqm","flat_model","lease_commence_date","remaining_lease","remaining_lease_year","resale_price","LATITUDE","LONGITUDE","PROX_CBD"
"2020-01","JURONG WEST","181A BOON LAY DR","181A","BOON LAY DR","4 ROOM","13 TO 15","13","15",93,"Model A",2014,"93 years 04 months",93,460000,1.34861811652171,103.708239203165,21.049
"2020-01","JURONG WEST","692 JURONG WEST CTRL 1","692","JURONG WEST CTRL 1","4 ROOM","10 TO 12","10","12",106,"Premium Apartment",1998,"77 years 02 months",77,469000,1.3420307700464,103.706780617911,21.702
"2020-01","JURONG WEST","695 JURONG WEST CTRL 1","695","JURONG WEST CTRL 1","4 ROOM","10 TO 12","10","12",104,"Premium Apartment",1998,"77 years 02 months",77,468000,1.34256318025628,103.707422156902,21.662
"2020-01","JURONG WEST","695 JURONG WEST CTRL 1","695","JURONG WEST CTRL 1","4 ROOM","01 TO 03","01","03",102,"Premium Apartment",1998,"77 years 02 months",77,418000,1.34256318025628,103.707422156902,21.662
"2020-01","JURONG WEST","272A JURONG WEST ST 24","272A","JURONG WEST ST 24","4 ROOM","07 TO 09","07","09",93,"Premium Apartment",2003,"82 years 09 months",82,347000,1.35026682839179,103.705239920981,22.767
"2020-01","JURONG WEST","275C JURONG WEST ST 25","275C","JURONG WEST ST 25","4 ROOM","01 TO 03","01","03",90,"Model A",2002,"81 years",81,3e+05,1.35312459771955,103.702771738144,22.917
"2020-01","JURONG WEST","275B JURONG WEST ST 25","275B","JURONG WEST ST 25","4 ROOM","13 TO 15","13","15",90,"Model A",2002,"81 years",81,330000,1.35288372552565,103.702480000176,22.93
"2020-01","JURONG WEST","483 JURONG WEST ST 41","483","JURONG WEST ST 41","4 ROOM","10 TO 12","10","12",91,"New Generation",1985,"64 years 05 months",64,320000,1.34735305647602,103.725320414071,18.856
"2020-01","JURONG WEST","474 JURONG WEST ST 41","474","JURONG WEST ST 41","4 ROOM","04 TO 06","04","06",103,"Model A",1984,"63 years 09 months",63,372000,1.34809707501986,103.724184231142,19.096
"2020-01","JURONG WEST","411 JURONG WEST ST 42","411","JURONG WEST ST 42","4 ROOM","04 TO 06","04","06",104,"Model A",1984,"63 years 06 months",63,310000,1.35372257124031,103.725202727545,19.745
"2020-01","JURONG WEST","545 JURONG WEST ST 42","545","JURONG WEST ST 42","4 ROOM","01 TO 03","01","03",103,"Model A",1985,"64 years 03 months",64,308000,1.35229053905004,103.715246438458,20.817
"2020-01","JURONG WEST","445 JURONG WEST ST 42","445","JURONG WEST ST 42","4 ROOM","01 TO 03","01","03",109,"Model A",1985,"64 years 05 months",64,306000,1.35206424277749,103.720552662265,20.508
"2020-01","JURONG WEST","448 JURONG WEST ST 42","448","JURONG WEST ST 42","4 ROOM","04 TO 06","04","06",103,"Model A",1984,"63 years 08 months",63,330000,1.35263257879691,103.719400998152,20.501
"2020-01","JURONG WEST","421 JURONG WEST ST 42","421","JURONG WEST ST 42","4 ROOM","10 TO 12","10","12",84,"Simplified",1985,"64 years 05 months",64,315000,1.35019763757677,103.727348817983,19.375
"2020-01","JURONG WEST","511 JURONG WEST ST 52","511","JURONG WEST ST 52","4 ROOM","10 TO 12","10","12",103,"Model A",1984,"63 years 03 months",63,420000,1.34779267211314,103.71959110524,19.99
"2020-01","JURONG WEST","513 JURONG WEST ST 52","513","JURONG WEST ST 52","4 ROOM","01 TO 03","01","03",106,"Model A",1984,"63 years 03 months",63,385000,1.34745759842817,103.719968013012,20.069
"2020-01","JURONG WEST","655B JURONG WEST ST 61","655B","JURONG WEST ST 61","4 ROOM","13 TO 15","13","15",85,"Model A2",2002,"81 years 09 months",81,380000,1.33550103973985,103.697513956741,22.79
"2020-01","JURONG WEST","646 JURONG WEST ST 61","646","JURONG WEST ST 61","4 ROOM","13 TO 15","13","15",100,"Model A",1998,"77 years 07 months",77,390000,1.33943514343346,103.697062977578,22.663
"2020-01","JURONG WEST","649B JURONG WEST ST 61","649B","JURONG WEST ST 61","4 ROOM","10 TO 12","10","12",91,"Model A",2001,"80 years 03 months",80,388000,1.33796673439806,103.698122457656,22.548
"2020-01","JURONG WEST","605 JURONG WEST ST 62","605","JURONG WEST ST 62","4 ROOM","01 TO 03","01","03",95,"Premium Apartment",2001,"80 years 04 months",80,370000,1.33845797373748,103.699564382012,23.03
"2020-01","JURONG WEST","613 JURONG WEST ST 62","613","JURONG WEST ST 62","4 ROOM","07 TO 09","07","09",94,"Premium Apartment",2001,"80 years",80,408000,1.33978250520383,103.700667734162,22.843
"2020-01","JURONG WEST","668A JURONG WEST ST 64","668A","JURONG WEST ST 64","4 ROOM","07 TO 09","07","09",86,"Model A2",2000,"79 years 06 months",79,380000,1.3418314445114,103.702880772704,22.075
"2020-01","JURONG WEST","664B JURONG WEST ST 64","664B","JURONG WEST ST 64","4 ROOM","01 TO 03","01","03",91,"Model A",2000,"79 years 08 months",79,355000,1.33835412965274,103.703585678772,22.179
"2020-01","JURONG WEST","621 JURONG WEST ST 65","621","JURONG WEST ST 65","4 ROOM","01 TO 03","01","03",85,"Model A2",2000,"79 years 10 months",79,350000,1.34094640873732,103.699525431571,23.032
"2020-01","JURONG WEST","659A JURONG WEST ST 65","659A","JURONG WEST ST 65","4 ROOM","07 TO 09","07","09",91,"Model A",2001,"80 years 05 months",80,386000,1.33685014192095,103.702313572487,22.839
"2020-01","JURONG WEST","766 JURONG WEST ST 74","766","JURONG WEST ST 74","4 ROOM","13 TO 15","13","15",104,"Model A",1996,"75 years 05 months",75,355000,1.34980497668919,103.697761922949,22.994
"2020-01","JURONG WEST","832 JURONG WEST ST 81","832","JURONG WEST ST 81","4 ROOM","07 TO 09","07","09",106,"Model A",1993,"72 years 09 months",72,315000,1.34402411393529,103.695220414893,23.184
"2020-01","JURONG WEST","833 JURONG WEST ST 81","833","JURONG WEST ST 81","4 ROOM","07 TO 09","07","09",106,"Model A",1993,"72 years 05 months",72,325000,1.34374402387877,103.694357308749,23.087
"2020-01","JURONG WEST","933 JURONG WEST ST 91","933","JURONG WEST ST 91","4 ROOM","01 TO 03","01","03",104,"Model A",1988,"67 years 01 month",67,310000,1.34210369320009,103.689808823063,23.277
"2020-01","JURONG WEST","942 JURONG WEST ST 91","942","JURONG WEST ST 91","4 ROOM","01 TO 03","01","03",105,"Model A",1989,"68 years 07 months",68,292000,1.34372024772129,103.689377054654,23.591
"2020-01","JURONG WEST","903 JURONG WEST ST 91","903","JURONG WEST ST 91","4 ROOM","04 TO 06","04","06",104,"Model A",1988,"67 years 07 months",67,282000,1.33971747972051,103.68606107405,23.767
"2020-01","JURONG WEST","989D JURONG WEST ST 93","989D","JURONG WEST ST 93","4 ROOM","04 TO 06","04","06",93,"Premium Apartment",2008,"87 years 08 months",87,360000,1.33577599540978,103.695432323438,22.387
"2020-01","JURONG WEST","988B JURONG WEST ST 93","988B","JURONG WEST ST 93","4 ROOM","01 TO 03","01","03",93,"Premium Apartment",2008,"87 years 07 months",87,370000,1.33619079679783,103.695792447165,22.523
"2020-01","JURONG WEST","337D TAH CHING RD","337D","TAH CHING RD","4 ROOM","04 TO 06","04","06",94,"Model A",2010,"89 years 03 months",89,410000,1.33733224567145,103.721601005091,19.076
"2020-01","JURONG WEST","175A YUNG KUANG RD","175A","YUNG KUANG RD","4 ROOM","07 TO 09","07","09",93,"Premium Apartment",2015,"94 years 05 months",94,437000,1.33195222315743,103.721513951179,18.185
"2020-01","JURONG WEST","178 YUNG SHENG RD","178","YUNG SHENG RD","4 ROOM","13 TO 15","13","15",96,"Model A",2001,"80 years 04 months",80,381000,1.33323653409443,103.72084235604,18.681
"2020-01","KALLANG/WHAMPOA","94 GEYLANG BAHRU","94","GEYLANG BAHRU","4 ROOM","07 TO 09","07","09",92,"New Generation",1979,"58 years",58,460000,1.32265301195608,103.87130995354,6.347
"2020-01","KALLANG/WHAMPOA","113 LOR 3 GEYLANG","113","LOR 3 GEYLANG","4 ROOM","01 TO 03","01","03",107,"Model A",1989,"68 years 07 months",68,518000,1.31179784731942,103.873852489639,5.517
"2020-01","KALLANG/WHAMPOA","2C UPP BOON KENG RD","2C","UPP BOON KENG RD","4 ROOM","10 TO 12","10","12",90,"Model A",2006,"85 years 09 months",85,725000,1.3131279690448,103.871737005665,5.281
"2020-01","KALLANG/WHAMPOA","15 UPP BOON KENG RD","15","UPP BOON KENG RD","4 ROOM","10 TO 12","10","12",88,"Improved",1975,"54 years 01 month",54,439000,1.3158732490877,103.871296185183,5.948
"2020-01","KALLANG/WHAMPOA","3C UPP BOON KENG RD","3C","UPP BOON KENG RD","4 ROOM","16 TO 18","16","18",90,"Model A",2006,"85 years 07 months",85,728000,1.31379318761444,103.87309387056,5.813
"2020-02","BUKIT PANJANG","208 PETIR RD","208","PETIR RD","4 ROOM","07 TO 09","07","09",84,"Simplified",1988,"67 years 02 months",67,310000,1.3739808401432,103.775028040256,16.442
"2020-02","BUKIT PANJANG","548B SEGAR RD","548B","SEGAR RD","4 ROOM","16 TO 18","16","18",92,"Model A",2015,"94 years 10 months",94,450000,1.38942073606675,103.768573656612,18.498
"2020-02","CHOA CHU KANG","484A CHOA CHU KANG AVE 5","484A","CHOA CHU KANG AVE 5","4 ROOM","04 TO 06","04","06",92,"Model A2",1999,"78 years 02 months",78,315000,1.37668464228405,103.736817870853,22.835
"2020-02","CHOA CHU KANG","215 CHOA CHU KANG CTRL","215","CHOA CHU KANG CTRL","4 ROOM","07 TO 09","07","09",113,"Model A",1990,"69 years",69,386000,1.38308302434129,103.747076627693,20.437
"2020-02","CHOA CHU KANG","687B CHOA CHU KANG DR","687B","CHOA CHU KANG DR","4 ROOM","19 TO 21","19","21",90,"Model A",2002,"81 years 04 months",81,310000,1.40440569281917,103.750668870917,23.432
